uuid,type,team_id,ip,hostname,method,user_agent,content,url,size,created_at,custom_action_errors,time,request.header.accept-language,request.header.accept-encoding,request.header.referer,request.header.sec-fetch-dest,request.header.sec-fetch-user,request.header.sec-fetch-mode,request.header.sec-fetch-site,request.header.accept,request.header.user-agent,request.header.upgrade-insecure-requests,request.header.sec-ch-ua-platform,request.header.sec-ch-ua-mobile,request.header.sec-ch-ua,request.header.host,request.query.uid,request.header.x-datadog-tags,request.header.x-datadog-sampling-priority,request.header.x-datadog-parent-id,request.header.x-datadog-trace-id,request.header.content-type,request.header.content-length,request.header.postman-token,request.header.from,request.header.x-openai-host-hash,request.header.connection
e11e6815-5b5e-4714-ab44-2afd54ab2945,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""599380bd-fe68-49be-8d5f-6f0b6cbf9d73"", ""text"": ""Right now, we don't, like, the we"", ""speaker"": ""SPEAKER_5"", ""speaker_id"": 5, ""is_user"": false, ""person_id"": null, ""start"": 2843.399299, ""end"": 2885.1879489999997, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,300,6/11/2025 16:50,Array,0.000597954,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3c600000000",1,5.97805E+17,1.7996E+19,application/json,300,,,,
e1d90075-698b-4cd4-8ad2-c5a7afd955f1,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""203db732-2382-4596-8975-c46096b1562b"", ""text"": ""Yeah. Because then we'll have rights to everything on that website because we don't technically own everything on Wix."", ""speaker"": ""SPEAKER_5"", ""speaker_id"": 5, ""is_user"": false, ""person_id"": null, ""start"": 2838.5591990000003, ""end"": 2882.997949, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,385,6/11/2025 16:50,Array,0.000375032,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3c300000000",1,1.24626E+18,1.2758E+19,application/json,385,,,,
2c63ba55-d21a-4087-9d7b-303f2d07c6d4,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""a0c6cb55-b9a1-4fac-ba8e-8aeb1956a8b5"", ""text"": ""designed the website, like, programmatically."", ""speaker"": ""SPEAKER_2"", ""speaker_id"": 2, ""is_user"": false, ""person_id"": null, ""start"": 2836.089199, ""end"": 2877.8779489999997, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,312,6/11/2025 16:50,Array,0.000380039,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3be00000000",1,1.05673E+19,1.2017E+19,application/json,312,,,,
c2654333-f933-4da5-92aa-ba3125a3f9ac,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""dfb6d4b0-1df4-4610-aff9-ed4c82e6c212"", ""text"": ""was, like,"", ""speaker"": ""SPEAKER_2"", ""speaker_id"": 2, ""is_user"": false, ""person_id"": null, ""start"": 2834.879199, ""end"": 2875.467949, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,270,6/11/2025 16:50,Array,0.000536203,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3bc00000000",1,7.66644E+18,7.08125E+18,application/json,270,,,,
715c03c8-6b5e-46d9-acc4-6c9cd4d7e38b,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""5c06ba33-d760-4ab4-969f-81c62473aabf"", ""text"": ""Whatever stuff. It's better if you do the development side of"", ""speaker"": ""SPEAKER_2"", ""speaker_id"": 2, ""is_user"": false, ""person_id"": null, ""start"": 2831.779199, ""end"": 2874.447949, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,321,6/11/2025 16:50,Array,0.000436068,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3bb00000000",1,1.47925E+19,1.18281E+19,application/json,321,,,,
a6c21bea-e36b-40ea-bde2-e0d72aa9ea75,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""d82b180f-3da5-444b-86a4-8f989d0cd6d9"", ""text"": ""Yeah."", ""speaker"": ""SPEAKER_2"", ""speaker_id"": 2, ""is_user"": false, ""person_id"": null, ""start"": 2830.399199, ""end"": 2830.799199, ""translations"": []}, {""id"": ""adbc4575-ec68-478d-a68c-14342ced1bdc"", ""text"": ""Yeah. Yeah."", ""speaker"": ""SPEAKER_7"", ""speaker_id"": 7, ""is_user"": false, ""person_id"": null, ""start"": 2870.907949, ""end"": 2871.6279489999997, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,483,6/11/2025 16:50,Array,0.000548124,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3b900000000",1,4.27592E+18,1.79777E+18,application/json,483,,,,
14b8ca5a-29aa-4628-b3ff-aafa48d90250,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""2d62aee0-8e6c-44c3-8c4b-c05a6e4156ac"", ""text"": ""On"", ""speaker"": ""SPEAKER_6"", ""speaker_id"": 6, ""is_user"": false, ""person_id"": null, ""start"": 2829.709199, ""end"": 2830.028999, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,262,6/11/2025 16:49,Array,0.000424147,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3b700000000",1,1.4331E+19,4.61917E+18,application/json,262,,,,
0d0854dc-dd5b-4d90-b8db-1fa0b386f197,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""9b35bba7-2c55-4d34-99b6-b5e8b70d3e6c"", ""text"": ""put"", ""speaker"": ""SPEAKER_1"", ""speaker_id"": 1, ""is_user"": false, ""person_id"": null, ""start"": 2826.909199, ""end"": 2827.149299, ""translations"": []}, {""id"": ""b1daedac-ae03-4485-8d07-4877f83986a7"", ""text"": ""III"", ""speaker"": ""SPEAKER_7"", ""speaker_id"": 7, ""is_user"": false, ""person_id"": null, ""start"": 2867.5780489999997, ""end"": 2868.057949, ""translations"": []}, {""id"": ""a3b3c810-4268-4afa-9510-6a1f5b19cbae"", ""text"": ""think it's the custom integration."", ""speaker"": ""SPEAKER_1"", ""speaker_id"": 1, ""is_user"": false, ""person_id"": null, ""start"": 2868.057949, ""end"": 2869.257949, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,707,6/11/2025 16:49,Array,0.000711203,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3b500000000",1,1.73661E+19,6.1928E+17,application/json,707,,,,
9f092588-8af1-4e1c-ba67-e63f39df8bfd,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""fb18d21e-e762-430d-b252-58ceb3e34294"", ""text"": ""for a front end? Meaning, we make a Wix website and then you jump in and"", ""speaker"": ""SPEAKER_1"", ""speaker_id"": 1, ""is_user"": false, ""person_id"": null, ""start"": 2822.529199, ""end"": 2866.077949, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,332,6/11/2025 16:49,Array,0.000339985,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3b300000000",1,1.61561E+19,9.0822E+18,application/json,332,,,,
67bd88b0-da8e-43f8-b60c-4ebc724edcc4,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""94424fd5-fd69-4f07-8559-2861cb1ff8b2"", ""text"": ""use a product like Wix"", ""speaker"": ""SPEAKER_1"", ""speaker_id"": 1, ""is_user"": false, ""person_id"": null, ""start"": 2820.029199, ""end"": 2861.257949, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,282,6/11/2025 16:49,Array,0.000372887,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3ad00000000",1,1.41673E+19,1.89524E+18,application/json,282,,,,
8f2c120a-393b-4e5e-ab7d-d7dfb56857ce,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""ec616b2e-7203-4130-8ffa-832fcf220831"", ""text"": ""And as far as the web goes,"", ""speaker"": ""SPEAKER_1"", ""speaker_id"": 1, ""is_user"": false, ""person_id"": null, ""start"": 2816.6090990000002, ""end"": 2858.4777489999997, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,301,6/11/2025 16:49,Array,0.000380993,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3ab00000000",1,1.25195E+19,1.4925E+19,application/json,301,,,,
21705521-f257-4da6-a977-ef96903d1cf5,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""374fe535-0e68-4659-b2f4-55d277ae4434"", ""text"": ""hurdles are there for hosting or whatnot?"", ""speaker"": ""SPEAKER_1"", ""speaker_id"": 1, ""is_user"": false, ""person_id"": null, ""start"": 2814.139199, ""end"": 2855.767749, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,301,6/11/2025 16:49,Array,0.000337124,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3a800000000",1,1.28765E+19,4.61135E+16,application/json,301,,,,
65b26f7f-8e8f-4c65-8e9f-36c14b1f8b03,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""284db08e-2bb6-4d1e-a9ce-0f2c9ec31603"", ""text"": ""What"", ""speaker"": ""SPEAKER_1"", ""speaker_id"": 1, ""is_user"": false, ""person_id"": null, ""start"": 2811.969199, ""end"": 2812.209199, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,264,6/11/2025 16:49,Array,0.000406981,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3a600000000",1,6.35765E+18,1.17912E+19,application/json,264,,,,
14a045ac-dfc2-4955-a652-c3b008a54927,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""22a0e167-efe9-495d-a5c4-91de0e39ff84"", ""text"": ""data. Okay."", ""speaker"": ""SPEAKER_7"", ""speaker_id"": 7, ""is_user"": false, ""person_id"": null, ""start"": 2809.689199, ""end"": 2850.757949, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,271,6/11/2025 16:49,Array,0.000368118,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3a400000000",1,1.57214E+18,5.03748E+18,application/json,271,,,,
4241e822-90e0-408d-85d6-49a62ff2b7c9,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""53e48a96-579b-430a-bf04-225bb333f528"", ""text"": ""Our"", ""speaker"": ""SPEAKER_1"", ""speaker_id"": 1, ""is_user"": false, ""person_id"": null, ""start"": 2808.879199, ""end"": 2809.199199, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,263,6/11/2025 16:49,Array,0.000411987,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3a300000000",1,4.92978E+18,1.66136E+19,application/json,263,,,,
592f164e-08fe-4799-93ce-59677fe9e239,web,31939,2600:1900:0:2d07::3600,webhook.site,POST,python-requests/2.32.3,"{""session_id"": ""kaRN0zxQLHSb1iWdz2iugMCKspA2"", ""segments"": [{""id"": ""53b09021-12b9-4ced-b115-58c26fceccac"", ""text"": ""Okay."", ""speaker"": ""SPEAKER_7"", ""speaker_id"": 7, ""is_user"": false, ""person_id"": null, ""start"": 2808.249199, ""end"": 2808.569199, ""translations"": []}]}",https://webhook.site/702ba032-7ab2-4360-b861-e3de77792748?uid=kaRN0zxQLHSb1iWdz2iugMCKspA2,265,6/11/2025 16:49,Array,0.000450134,,"gzip, deflate",,,,,,*/*,python-requests/2.32.3,,,,,webhook.site,kaRN0zxQLHSb1iWdz2iugMCKspA2,"_dd.p.dm=-1,_dd.p.tid=6849b3a100000000",1,9.44698E+18,1.23865E+19,application/json,265,,,,
